Feature;Importancia
Desviacio_Est._Mida_Pistes;0.253
Total_Pistes;0.1591
Mitjana_Mida_Pistes;0.1575
Promig_Pistes/Fila;0.1014
%_Caselles_Pintades;0.0818
Ratio_F/C;0.0796
Promig_Llibertat_Total;0.0625
Relatiu_Llibertat_Total;0.0615
Promig_Pistes/Columna;0.0436
