Feature;Importancia
Total_Pistes;0.1572
%_Caselles_Pintades;0.1556
Mitjana_Mida_Pistes;0.1534
Relatiu_Llibertat_Total;0.1476
Promig_Pistes/Columna;0.1033
Promig_Llibertat_Total;0.0963
Promig_Pistes/Fila;0.0859
Ratio_F/C;0.0667
Desviacio_Est._Mida_Pistes;0.034
