Feature;Importancia
Desviacio_Est._Mida_Pistes;0.30788166528066707
Promig_Llibertat_Total;0.22276297776194254
Mitjana_Mida_Pistes;0.19812493778987328
Promig_Pistes/Fila;0.10392762858440799
Ratio_F/C;0.08815663631146049
Total_Pistes;0.04005237190892809
%_Caselles_Pintades;0.03909378236272058
Promig_Pistes/Columna;0.0
Relatiu_Llibertat_Total;0.0
