Feature;Importancia
Desviacio_Est._Mida_Pistes;0.1707
%_Caselles_Pintades;0.1576
Promig_Llibertat_Total;0.1502
Total_Pistes;0.1288
Promig_Pistes/Fila;0.1101
Relatiu_Llibertat_Total;0.0837
Ratio_F/C;0.0752
Mitjana_Mida_Pistes;0.0728
Promig_Pistes/Columna;0.0508
