Feature;Importancia
Promig_Llibertat_Total;0.2652
Promig_Pistes/Columna;0.2267
Promig_Pistes/Fila;0.1905
Desviacio_Est._Mida_Pistes;0.0847
%_Caselles_Pintades;0.0728
Ratio_F/C;0.0532
Relatiu_Llibertat_Total;0.0509
Mitjana_Mida_Pistes;0.0306
Total_Pistes;0.0255
