Feature;Importancia
Promig_Llibertat_Total;0.1468
Promig_Pistes/Fila;0.1407
Ratio_F/C;0.1222
Promig_Pistes/Columna;0.1212
Total_Pistes;0.1181
%_Caselles_Pintades;0.1074
Desviacio_Est._Mida_Pistes;0.1052
Mitjana_Mida_Pistes;0.0764
Relatiu_Llibertat_Total;0.0621
