Feature;Importancia
Total_Pistes;0.1459
Promig_Pistes/Fila;0.1361
Promig_Llibertat_Total;0.1339
Desviacio_Est._Mida_Pistes;0.11
Promig_Pistes/Columna;0.1085
Mitjana_Mida_Pistes;0.1073
%_Caselles_Pintades;0.0949
Ratio_F/C;0.0905
Relatiu_Llibertat_Total;0.0729
