Feature;Importancia
Total_Pistes;0.154
Promig_Llibertat_Total;0.1427
Promig_Pistes/Fila;0.1376
Desviacio_Est._Mida_Pistes;0.1165
Promig_Pistes/Columna;0.1144
Mitjana_Mida_Pistes;0.1052
%_Caselles_Pintades;0.0832
Relatiu_Llibertat_Total;0.0763
Ratio_F/C;0.07
