Feature;Importancia
Promig_Llibertat_Total;0.1382
Ratio_F/C;0.1363
Total_Pistes;0.1296
Promig_Pistes/Fila;0.1216
Promig_Pistes/Columna;0.1124
%_Caselles_Pintades;0.1081
Desviacio_Est._Mida_Pistes;0.0937
Mitjana_Mida_Pistes;0.0933
Relatiu_Llibertat_Total;0.0668
