Feature;Importancia
Promig_Llibertat_Total;0.1796
Total_Pistes;0.1416
Desviacio_Est._Mida_Pistes;0.1083
Mitjana_Mida_Pistes;0.1052
Ratio_F/C;0.1039
Promig_Pistes/Fila;0.1021
Promig_Pistes/Columna;0.0961
%_Caselles_Pintades;0.0921
Relatiu_Llibertat_Total;0.0711
