Feature;Importancia
Mitjana_Mida_Pistes;0.1502
Total_Pistes;0.1384
Desviacio_Est._Mida_Pistes;0.1232
Promig_Llibertat_Total;0.121
Promig_Pistes/Columna;0.1133
Ratio_F/C;0.1027
%_Caselles_Pintades;0.0942
Promig_Pistes/Fila;0.0892
Relatiu_Llibertat_Total;0.0678
