Feature;Importancia
Promig_Llibertat_Total;0.1628
Promig_Pistes/Columna;0.1582
Total_Pistes;0.1575
Promig_Pistes/Fila;0.1312
Desviacio_Est._Mida_Pistes;0.0931
%_Caselles_Pintades;0.0918
Mitjana_Mida_Pistes;0.0907
Relatiu_Llibertat_Total;0.0613
Ratio_F/C;0.0534
