Feature;Importancia
Promig_Llibertat_Total;0.1662
Promig_Pistes/Fila;0.1507
Total_Pistes;0.1476
Promig_Pistes/Columna;0.1198
%_Caselles_Pintades;0.1041
Desviacio_Est._Mida_Pistes;0.0986
Mitjana_Mida_Pistes;0.0832
Ratio_F/C;0.0664
Relatiu_Llibertat_Total;0.0633
