Feature;Importancia
Promig_Llibertat_Total;0.2161
Total_Pistes;0.1526
Promig_Pistes/Columna;0.1287
%_Caselles_Pintades;0.1018
Desviacio_Est._Mida_Pistes;0.0918
Promig_Pistes/Fila;0.0913
Mitjana_Mida_Pistes;0.0855
Ratio_F/C;0.0694
Relatiu_Llibertat_Total;0.0628
