Feature;Importancia
Promig_Llibertat_Total;0.1594
Total_Pistes;0.1276
Promig_Pistes/Fila;0.1181
Mitjana_Mida_Pistes;0.1169
Promig_Pistes/Columna;0.1088
Desviacio_Est._Mida_Pistes;0.1007
Ratio_F/C;0.0953
%_Caselles_Pintades;0.0923
Relatiu_Llibertat_Total;0.0808
