Feature;Importancia
Total_Pistes;0.16622531212788189
Promig_Llibertat_Total;0.14351614978156524
Promig_Pistes/Fila;0.12206425020769815
Promig_Pistes/Columna;0.11864406389006525
Mitjana_Mida_Pistes;0.11131144244688908
Desviacio_Est._Mida_Pistes;0.10697821632677174
%_Caselles_Pintades;0.08670465613430188
Ratio_F/C;0.07973557774468698
Relatiu_Llibertat_Total;0.06482033134013981
