Feature;Importancia
Promig_Pistes/Columna;0.1438471197161675
Ratio_F/C;0.12331772078530082
Desviacio_Est._Mida_Pistes;0.12329666705786595
%_Caselles_Pintades;0.12300509593711136
Total_Pistes;0.12261280725749601
Promig_Pistes/Fila;0.1137662103940972
Promig_Llibertat_Total;0.10517359141329381
Mitjana_Mida_Pistes;0.07881237018535592
Relatiu_Llibertat_Total;0.06616841725331153
