Feature;Importancia
Total_Pistes;0.15826420122857512
%_Caselles_Pintades;0.13979340239281768
Promig_Llibertat_Total;0.12639936695661302
Promig_Pistes/Fila;0.11263945258599234
Desviacio_Est._Mida_Pistes;0.10647113908507402
Ratio_F/C;0.10004834128045224
Promig_Pistes/Columna;0.0880088537502841
Mitjana_Mida_Pistes;0.08421877591784757
Relatiu_Llibertat_Total;0.08415646680234382
