Feature;Importancia
Promig_Pistes/Columna;0.3046
Desviacio_Est._Mida_Pistes;0.2318
Promig_Llibertat_Total;0.1599
%_Caselles_Pintades;0.0876
Ratio_F/C;0.0672
Total_Pistes;0.0671
Mitjana_Mida_Pistes;0.0474
Relatiu_Llibertat_Total;0.0344
Promig_Pistes/Fila;0.0
