Feature;Importancia
Promig_Pistes/Columna;0.20333850084358987
Total_Pistes;0.16591542546045837
%_Caselles_Pintades;0.1508979920470604
Promig_Llibertat_Total;0.14861989756789784
Desviacio_Est._Mida_Pistes;0.10114817319786255
Ratio_F/C;0.0990798251667817
Promig_Pistes/Fila;0.08446562986502323
Relatiu_Llibertat_Total;0.027920733510795617
Mitjana_Mida_Pistes;0.01861382234053042
