Feature;Importancia
%_Caselles_Pintades;0.2766
Promig_Pistes/Fila;0.2754
Total_Pistes;0.1705
Promig_Llibertat_Total;0.1123
Ratio_F/C;0.0577
Desviacio_Est._Mida_Pistes;0.0471
Mitjana_Mida_Pistes;0.0308
Promig_Pistes/Columna;0.0297
Relatiu_Llibertat_Total;0.0
