Feature;Importancia
%_Caselles_Pintades;0.21287132824981425
Total_Pistes;0.18941942554221783
Promig_Llibertat_Total;0.18549918119502054
Mitjana_Mida_Pistes;0.10453498133139642
Ratio_F/C;0.10451478366543315
Desviacio_Est._Mida_Pistes;0.08441657427937917
Promig_Pistes/Fila;0.08145802122943596
Promig_Pistes/Columna;0.03728570450730277
Relatiu_Llibertat_Total;0.0
