Feature;Importancia
Promig_Pistes/Columna;0.2988
Ratio_F/C;0.192
Promig_Llibertat_Total;0.1853
Mitjana_Mida_Pistes;0.1363
Promig_Pistes/Fila;0.0506
%_Caselles_Pintades;0.0423
Relatiu_Llibertat_Total;0.0408
Desviacio_Est._Mida_Pistes;0.0313
Total_Pistes;0.0226
