Feature;Importancia
%_Caselles_Pintades;0.2902
Total_Pistes;0.1354
Desviacio_Est._Mida_Pistes;0.1308
Ratio_F/C;0.1223
Promig_Pistes/Fila;0.0901
Promig_Pistes/Columna;0.0888
Mitjana_Mida_Pistes;0.0849
Promig_Llibertat_Total;0.0329
Relatiu_Llibertat_Total;0.0247
