Feature;Importancia
Promig_Pistes/Columna;0.1945
Total_Pistes;0.1513
Ratio_F/C;0.1257
Promig_Pistes/Fila;0.1152
Promig_Llibertat_Total;0.1137
%_Caselles_Pintades;0.0917
Desviacio_Est._Mida_Pistes;0.0854
Mitjana_Mida_Pistes;0.0709
Relatiu_Llibertat_Total;0.0516
