Feature;Importancia
Desviacio_Est._Mida_Pistes;0.1813
Mitjana_Mida_Pistes;0.1489
Promig_Llibertat_Total;0.1451
Promig_Pistes/Fila;0.1443
%_Caselles_Pintades;0.1005
Total_Pistes;0.0905
Ratio_F/C;0.0809
Promig_Pistes/Columna;0.0599
Relatiu_Llibertat_Total;0.0486
