Feature;Importancia
Promig_Pistes/Columna;0.2746
%_Caselles_Pintades;0.1751
Desviacio_Est._Mida_Pistes;0.1523
Total_Pistes;0.1294
Promig_Llibertat_Total;0.0806
Ratio_F/C;0.0753
Relatiu_Llibertat_Total;0.0448
Promig_Pistes/Fila;0.0356
Mitjana_Mida_Pistes;0.0324
