Feature;Importancia
Total_Pistes;0.2278
Mitjana_Mida_Pistes;0.1473
Relatiu_Llibertat_Total;0.1073
Ratio_F/C;0.1025
Promig_Pistes/Columna;0.0981
Promig_Llibertat_Total;0.0889
Promig_Pistes/Fila;0.0859
Desviacio_Est._Mida_Pistes;0.0812
%_Caselles_Pintades;0.0611
