Feature;Importancia
Total_Pistes;0.1487
Promig_Pistes/Columna;0.1303
Promig_Llibertat_Total;0.1295
Promig_Pistes/Fila;0.1258
%_Caselles_Pintades;0.1192
Ratio_F/C;0.1128
Desviacio_Est._Mida_Pistes;0.0942
Mitjana_Mida_Pistes;0.0763
Relatiu_Llibertat_Total;0.0633
