Feature;Importancia
Promig_Pistes/Columna;0.2547
Promig_Pistes/Fila;0.1736
Mitjana_Mida_Pistes;0.1731
%_Caselles_Pintades;0.1349
Promig_Llibertat_Total;0.1247
Desviacio_Est._Mida_Pistes;0.0808
Ratio_F/C;0.0582
Total_Pistes;0.0
Relatiu_Llibertat_Total;0.0
