Feature;Importancia
Promig_Llibertat_Total;0.2195
Total_Pistes;0.1854
Promig_Pistes/Fila;0.1112
Promig_Pistes/Columna;0.0941
Mitjana_Mida_Pistes;0.091
Desviacio_Est._Mida_Pistes;0.0837
%_Caselles_Pintades;0.0811
Ratio_F/C;0.0678
Relatiu_Llibertat_Total;0.0661
