Feature;Importancia
Promig_Llibertat_Total;0.2051
Desviacio_Est._Mida_Pistes;0.1445
Mitjana_Mida_Pistes;0.13
Promig_Pistes/Fila;0.1244
%_Caselles_Pintades;0.1167
Relatiu_Llibertat_Total;0.1034
Ratio_F/C;0.0885
Total_Pistes;0.0459
Promig_Pistes/Columna;0.0415
