Feature;Importancia
%_Caselles_Pintades;0.15812817642525173
Total_Pistes;0.14031812058974608
Promig_Pistes/Fila;0.13054273242359465
Promig_Pistes/Columna;0.12785240537701242
Promig_Llibertat_Total;0.11568913556355664
Mitjana_Mida_Pistes;0.10760776929554663
Desviacio_Est._Mida_Pistes;0.1066241070419269
Relatiu_Llibertat_Total;0.09429811796091422
Ratio_F/C;0.018939435322450775
