Feature;Importancia
Promig_Llibertat_Total;0.2859
Total_Pistes;0.2329
Promig_Pistes/Columna;0.1303
Promig_Pistes/Fila;0.0907
Desviacio_Est._Mida_Pistes;0.0674
Mitjana_Mida_Pistes;0.0599
Ratio_F/C;0.0501
%_Caselles_Pintades;0.043
Relatiu_Llibertat_Total;0.0398
