Feature;Importancia
Total_Pistes;0.2156
Promig_Llibertat_Total;0.1656
Promig_Pistes/Columna;0.1312
Promig_Pistes/Fila;0.1249
Mitjana_Mida_Pistes;0.0882
%_Caselles_Pintades;0.086
Desviacio_Est._Mida_Pistes;0.0772
Relatiu_Llibertat_Total;0.0648
Ratio_F/C;0.0464
