Feature;Importancia
Promig_Pistes/Fila;0.14
Promig_Pistes/Columna;0.1386
Total_Pistes;0.128
Promig_Llibertat_Total;0.1278
Mitjana_Mida_Pistes;0.1096
%_Caselles_Pintades;0.1027
Desviacio_Est._Mida_Pistes;0.0941
Ratio_F/C;0.0839
Relatiu_Llibertat_Total;0.0754
