Feature;Importancia
Promig_Pistes/Columna;0.2489
Total_Pistes;0.1751
Ratio_F/C;0.1509
%_Caselles_Pintades;0.1429
Promig_Pistes/Fila;0.1291
Desviacio_Est._Mida_Pistes;0.0725
Promig_Llibertat_Total;0.0285
Mitjana_Mida_Pistes;0.027
Relatiu_Llibertat_Total;0.0252
