Feature;Importancia
Promig_Llibertat_Total;0.2064
Promig_Pistes/Fila;0.1498
Desviacio_Est._Mida_Pistes;0.1244
%_Caselles_Pintades;0.1171
Promig_Pistes/Columna;0.1156
Relatiu_Llibertat_Total;0.1075
Ratio_F/C;0.0768
Mitjana_Mida_Pistes;0.0569
Total_Pistes;0.0456
