Feature;Importancia
Total_Pistes;0.15970806847223767
%_Caselles_Pintades;0.15047733341982364
Desviacio_Est._Mida_Pistes;0.10926562923005552
Promig_Pistes/Fila;0.10503694995941507
Promig_Llibertat_Total;0.10293203074436863
Ratio_F/C;0.10036163380103963
Mitjana_Mida_Pistes;0.09623317535161582
Promig_Pistes/Columna;0.09170462857101505
Relatiu_Llibertat_Total;0.08428055045042902
