Feature;Importancia
%_Caselles_Pintades;0.1578
Promig_Pistes/Fila;0.133
Total_Pistes;0.1263
Desviacio_Est._Mida_Pistes;0.1169
Promig_Llibertat_Total;0.1105
Promig_Pistes/Columna;0.107
Mitjana_Mida_Pistes;0.0953
Ratio_F/C;0.0861
Relatiu_Llibertat_Total;0.0671
