Feature;Importancia
Promig_Pistes/Fila;0.2247
Promig_Llibertat_Total;0.157
Total_Pistes;0.1458
Ratio_F/C;0.1366
Promig_Pistes/Columna;0.1132
Desviacio_Est._Mida_Pistes;0.0993
%_Caselles_Pintades;0.0548
Mitjana_Mida_Pistes;0.0469
Relatiu_Llibertat_Total;0.0218
