Feature;Importancia
Promig_Pistes/Columna;0.2344
Promig_Pistes/Fila;0.164
Desviacio_Est._Mida_Pistes;0.13
Mitjana_Mida_Pistes;0.1203
Promig_Llibertat_Total;0.0898
Ratio_F/C;0.0818
Total_Pistes;0.0629
%_Caselles_Pintades;0.0615
Relatiu_Llibertat_Total;0.0553
