Feature;Importancia
Promig_Pistes/Fila;0.2362
Promig_Pistes/Columna;0.1689
Ratio_F/C;0.1489
Desviacio_Est._Mida_Pistes;0.1464
Promig_Llibertat_Total;0.1087
Mitjana_Mida_Pistes;0.0866
%_Caselles_Pintades;0.0698
Total_Pistes;0.0345
Relatiu_Llibertat_Total;0.0
