Feature;Importancia
Promig_Llibertat_Total;0.2161
%_Caselles_Pintades;0.1793
Mitjana_Mida_Pistes;0.1196
Promig_Pistes/Columna;0.1163
Desviacio_Est._Mida_Pistes;0.1043
Promig_Pistes/Fila;0.0991
Total_Pistes;0.0833
Ratio_F/C;0.0598
Relatiu_Llibertat_Total;0.0223
