Feature;Importancia
Total_Pistes;0.145
Promig_Pistes/Fila;0.1388
Ratio_F/C;0.1319
%_Caselles_Pintades;0.1134
Promig_Llibertat_Total;0.111
Promig_Pistes/Columna;0.1067
Desviacio_Est._Mida_Pistes;0.0922
Mitjana_Mida_Pistes;0.0917
Relatiu_Llibertat_Total;0.0693
