Feature;Importancia
Total_Pistes;0.1863
Promig_Pistes/Fila;0.1538
Promig_Pistes/Columna;0.1314
Promig_Llibertat_Total;0.1293
Ratio_F/C;0.1162
%_Caselles_Pintades;0.0827
Desviacio_Est._Mida_Pistes;0.082
Mitjana_Mida_Pistes;0.0623
Relatiu_Llibertat_Total;0.0561
