Feature;Importancia
Total_Pistes;0.1961
Promig_Pistes/Fila;0.1413
Promig_Pistes/Columna;0.1227
Ratio_F/C;0.1161
Promig_Llibertat_Total;0.1148
%_Caselles_Pintades;0.0949
Desviacio_Est._Mida_Pistes;0.0865
Mitjana_Mida_Pistes;0.0647
Relatiu_Llibertat_Total;0.0629
