Feature;Importancia
Promig_Pistes/Fila;0.3498
Desviacio_Est._Mida_Pistes;0.3468
Promig_Llibertat_Total;0.1825
Relatiu_Llibertat_Total;0.1082
Ratio_F/C;0.0127
%_Caselles_Pintades;0.0
Total_Pistes;0.0
Mitjana_Mida_Pistes;0.0
Promig_Pistes/Columna;0.0
