Feature;Importancia
Promig_Llibertat_Total;0.3543348032482704
Promig_Pistes/Columna;0.1962962962962975
Promig_Pistes/Fila;0.1364779874213836
Relatiu_Llibertat_Total;0.11499783127304253
Mitjana_Mida_Pistes;0.1023584905660377
Total_Pistes;0.09553459119496842
%_Caselles_Pintades;0.0
Ratio_F/C;0.0
Desviacio_Est._Mida_Pistes;0.0
