Feature;Importancia
Promig_Llibertat_Total;0.3443
Ratio_F/C;0.148
Desviacio_Est._Mida_Pistes;0.1067
Mitjana_Mida_Pistes;0.0923
Promig_Pistes/Columna;0.0902
%_Caselles_Pintades;0.0812
Promig_Pistes/Fila;0.0795
Relatiu_Llibertat_Total;0.0533
Total_Pistes;0.0044
