Feature;Importancia
Promig_Pistes/Columna;0.2666
Promig_Llibertat_Total;0.2626
%_Caselles_Pintades;0.1507
Ratio_F/C;0.0995
Total_Pistes;0.0942
Desviacio_Est._Mida_Pistes;0.0569
Relatiu_Llibertat_Total;0.0407
Mitjana_Mida_Pistes;0.0146
Promig_Pistes/Fila;0.0142
