Feature;Importancia
Total_Pistes;0.1539
Promig_Pistes/Fila;0.1294
Promig_Llibertat_Total;0.1266
Promig_Pistes/Columna;0.1238
Mitjana_Mida_Pistes;0.119
Desviacio_Est._Mida_Pistes;0.1133
%_Caselles_Pintades;0.091
Ratio_F/C;0.0753
Relatiu_Llibertat_Total;0.0676
