Feature;Importancia
Mitjana_Mida_Pistes;0.1559
Desviacio_Est._Mida_Pistes;0.1268
%_Caselles_Pintades;0.1225
Promig_Llibertat_Total;0.1168
Total_Pistes;0.1159
Promig_Pistes/Fila;0.1033
Promig_Pistes/Columna;0.1013
Ratio_F/C;0.0795
Relatiu_Llibertat_Total;0.0779
