Feature;Importancia
Total_Pistes;0.1456
Mitjana_Mida_Pistes;0.1448
Desviacio_Est._Mida_Pistes;0.1356
Promig_Pistes/Columna;0.1256
Promig_Llibertat_Total;0.1172
Promig_Pistes/Fila;0.0999
%_Caselles_Pintades;0.0807
Ratio_F/C;0.0804
Relatiu_Llibertat_Total;0.0701
