Feature;Importancia
Total_Pistes;0.3034
Promig_Pistes/Fila;0.1589
Desviacio_Est._Mida_Pistes;0.1495
Ratio_F/C;0.0878
Promig_Llibertat_Total;0.0748
%_Caselles_Pintades;0.0729
Promig_Pistes/Columna;0.0612
Relatiu_Llibertat_Total;0.0508
Mitjana_Mida_Pistes;0.0407
