Feature;Importancia
Promig_Pistes/Columna;0.1446
Promig_Pistes/Fila;0.1438
Ratio_F/C;0.1362
Promig_Llibertat_Total;0.1209
Total_Pistes;0.1113
Desviacio_Est._Mida_Pistes;0.1059
%_Caselles_Pintades;0.0954
Mitjana_Mida_Pistes;0.0843
Relatiu_Llibertat_Total;0.0576
