Feature;Importancia
Promig_Pistes/Fila;0.1372
Total_Pistes;0.1299
Promig_Pistes/Columna;0.1275
Desviacio_Est._Mida_Pistes;0.1195
%_Caselles_Pintades;0.1168
Ratio_F/C;0.1155
Promig_Llibertat_Total;0.1085
Mitjana_Mida_Pistes;0.0854
Relatiu_Llibertat_Total;0.0596
