Feature;Importancia
Promig_Pistes/Fila;0.1362
Total_Pistes;0.1357
Ratio_F/C;0.1352
Promig_Pistes/Columna;0.1271
Promig_Llibertat_Total;0.1134
%_Caselles_Pintades;0.1125
Desviacio_Est._Mida_Pistes;0.0969
Mitjana_Mida_Pistes;0.0853
Relatiu_Llibertat_Total;0.0577
