Feature;Importancia
Mitjana_Mida_Pistes;0.213
Promig_Pistes/Fila;0.1573
Promig_Llibertat_Total;0.1477
%_Caselles_Pintades;0.1437
Promig_Pistes/Columna;0.1065
Total_Pistes;0.0917
Desviacio_Est._Mida_Pistes;0.0901
Relatiu_Llibertat_Total;0.0434
Ratio_F/C;0.0066
