Feature;Importancia
Mitjana_Mida_Pistes;0.21298665470098394
Promig_Pistes/Fila;0.15732361464721495
Promig_Llibertat_Total;0.14767527975827938
%_Caselles_Pintades;0.1436851882181403
Promig_Pistes/Columna;0.10654586594582968
Total_Pistes;0.09171729795556556
Desviacio_Est._Mida_Pistes;0.09009328604245885
Relatiu_Llibertat_Total;0.04340660600192191
Ratio_F/C;0.0065662067296054245
