Feature;Importancia
Promig_Llibertat_Total;0.1868
%_Caselles_Pintades;0.1605
Total_Pistes;0.122
Desviacio_Est._Mida_Pistes;0.1127
Mitjana_Mida_Pistes;0.0923
Promig_Pistes/Fila;0.0859
Promig_Pistes/Columna;0.0855
Ratio_F/C;0.0803
Relatiu_Llibertat_Total;0.074
