Feature;Importancia
Total_Pistes;0.1695101804689583
Ratio_F/C;0.13401280428229395
Promig_Llibertat_Total;0.13080284788284474
Promig_Pistes/Columna;0.1297161344072393
Promig_Pistes/Fila;0.12272729728587602
Desviacio_Est._Mida_Pistes;0.09339949977089976
%_Caselles_Pintades;0.08392620535692492
Mitjana_Mida_Pistes;0.07564476903395549
Relatiu_Llibertat_Total;0.06026026151100741
