Feature;Importancia
Total_Pistes;0.1581
Ratio_F/C;0.1561
Promig_Pistes/Fila;0.1338
Promig_Pistes/Columna;0.123
Promig_Llibertat_Total;0.1204
%_Caselles_Pintades;0.0938
Desviacio_Est._Mida_Pistes;0.0838
Relatiu_Llibertat_Total;0.0693
Mitjana_Mida_Pistes;0.0617
