Feature;Importancia
Desviacio_Est._Mida_Pistes;0.2398
Mitjana_Mida_Pistes;0.1641
Total_Pistes;0.158
Promig_Pistes/Fila;0.1447
Promig_Pistes/Columna;0.08
Promig_Llibertat_Total;0.0765
%_Caselles_Pintades;0.0714
Ratio_F/C;0.0472
Relatiu_Llibertat_Total;0.0183
